listing_id,seller_id,category,make,year,condition,hours_used,asking_price,region,list_date,views,bids,inquiries,sold,days_on_market,final_price,age_years,price_band,list_year,list_month,list_qtr,seller_seller_type,seller_tenure_years,seller_total_listings,seller_avg_rating,seller_verified
L005596,S0291,Backhoes,Case Ce,2003,Fair,7339.0,5500.0,Mountain West,2021-05-06,21,3,1,1,4,4800.0,21.0,<$10K,2021,5,2,dealer,5.2,29,4.09,True
L005597,S0369,Skid Steers,Terex,2018,Fair,3496.0,11400.0,Southeast,2022-01-27,19,1,1,0,53,,6.0,$10K–$30K,2022,1,1,dealer,1.7,17,4.49,True
L005598,S0658,Cranes,Komatsu,2002,Fair,5255.0,25800.0,Midwest,2021-12-07,9,1,0,1,23,20500.0,22.0,$10K–$30K,2021,12,4,contractor,1.2,17,4.27,True
L005599,S0679,Wheel Loaders,Volvo Ce,2022,Excellent,3709.0,82300.0,Mid-Atlantic,2021-08-05,14,2,1,0,135,,2.0,$75K–$150K,2021,8,3,individual,2.9,21,3.56,False
L005600,S0108,Cranes,John Deere,2003,Excellent,4657.5,28800.0,Southwest,2021-05-09,11,1,1,0,41,,21.0,$10K–$30K,2021,5,2,dealer,1.5,22,3.87,True
L005601,S0344,Skid Steers,Caterpillar,2000,Poor,3514.0,2300.0,Mountain West,2022-12-26,30,2,1,0,9,,24.0,<$10K,2022,12,4,fleet_operator,1.6,38,3.85,True
L005602,S0369,Backhoes,Caterpillar,2013,Excellent,4518.0,7800.0,Northeast,2022-04-17,7,0,1,1,45,7800.0,11.0,<$10K,2022,4,2,dealer,1.7,17,4.49,True
L005603,S0021,Skid Steers,Komatsu,2015,Excellent,3174.0,10300.0,Mountain West,2022-11-11,19,2,1,0,65,,9.0,$10K–$30K,2022,11,4,dealer,0.5,17,3.62,False
L005604,S0192,Wheel Loaders,Doosan,2011,Fair,3035.0,7700.0,West Coast,2022-12-28,7,0,1,0,172,,13.0,<$10K,2022,12,4,individual,1.6,14,3.92,False
L005605,S0766,Forklifts,Komatsu,2022,Fair,6468.0,18500.0,Midwest,2021-01-21,10,0,2,0,40,,2.0,$10K–$30K,2021,1,1,contractor,5.5,28,4.52,True
L005606,S0738,Motor Graders,Caterpillar,2012,Good,4536.0,17500.0,Pacific Northwest,2022-10-13,25,2,3,1,84,16600.0,12.0,$10K–$30K,2022,10,4,fleet_operator,1.0,8,3.48,True
L005607,S0150,Excavators,Jcb,2023,Good,602.0,98889.5,Northeast,2021-07-12,10,1,0,0,43,,1.0,$75K–$150K,2021,7,3,individual,4.6,17,3.52,False
L005608,S0663,Wheel Loaders,Caterpillar,2001,Fair,5473.0,11800.0,Northeast,2022-07-09,16,3,1,0,2,,23.0,$10K–$30K,2022,7,3,dealer,5.4,7,3.07,True
L005609,S0294,Excavators,Case Ce,2008,Poor,4660.0,7100.0,Northeast,2022-03-06,13,1,0,0,66,,16.0,<$10K,2022,3,1,dealer,1.3,13,3.75,False
L005610,S0086,Skid Steers,Caterpillar,2002,Excellent,3854.0,5500.0,Great Plains,2021-10-13,18,3,0,1,18,5400.0,22.0,<$10K,2021,10,4,contractor,5.3,17,3.86,True
L005611,S0037,Wheel Loaders,Liebherr,2006,Good,6175.0,11500.0,Midwest,2021-07-25,20,4,2,0,76,,18.0,$10K–$30K,2021,7,3,dealer,2.3,17,4.16,True
L005612,S0638,Wheel Loaders,Case Ce,2002,Good,3577.0,9800.0,Southeast,2021-08-04,14,0,3,0,30,,22.0,<$10K,2021,8,3,dealer,1.1,5,4.3,True
L005613,S0174,Aerial Work Platforms,Liebherr,2004,Fair,5829.0,5100.0,Southwest,2022-09-06,30,4,0,0,88,,20.0,<$10K,2022,9,3,contractor,0.5,8,3.56,True
L005614,S0390,Motor Graders,Caterpillar,2015,Good,6233.0,34700.0,Mid-Atlantic,2022-05-02,17,3,1,0,37,,9.0,$30K–$75K,2022,5,2,individual,0.5,13,3.94,True
L005615,S0102,Excavators,Jcb,2015,Fair,6223.0,23400.0,Southwest,2021-04-12,23,2,1,0,7,,9.0,$10K–$30K,2021,4,2,fleet_operator,1.0,18,4.68,True
L005616,S0427,Wheel Loaders,John Deere,2017,Good,3138.0,34000.0,Midwest,2023-11-26,19,1,0,0,36,,7.0,$30K–$75K,2023,11,4,individual,1.6,23,4.39,False
L005617,S0712,Excavators,Caterpillar,2021,Good,4581.5,64500.0,Northeast,2023-06-24,21,3,0,1,37,56900.0,3.0,$30K–$75K,2023,6,2,fleet_operator,15.6,18,3.96,True
L005618,S0220,Excavators,Terex,1999,Fair,5675.0,9700.0,West Coast,2023-09-21,6,1,1,1,6,8400.0,25.0,<$10K,2023,9,3,contractor,6.0,18,3.57,True
L005619,S0168,Excavators,Doosan,2023,Good,3916.0,67700.0,Southwest,2023-08-03,22,1,1,1,2,65300.0,1.0,$30K–$75K,2023,8,3,dealer,4.2,27,3.9,True
L005620,S0618,Forklifts,Volvo Ce,2020,Fair,6670.0,11400.0,Southwest,2021-10-14,14,0,2,0,56,,4.0,$10K–$30K,2021,10,4,individual,3.0,8,2.67,True
L005621,S0425,Wheel Loaders,John Deere,2010,Good,5053.0,9500.0,Southwest,2022-06-19,22,4,2,0,85,,14.0,<$10K,2022,6,2,fleet_operator,5.1,17,3.23,True
L005622,S0585,Motor Graders,Komatsu,2010,Good,6716.0,16100.0,Southwest,2023-08-13,16,1,1,0,67,,14.0,$10K–$30K,2023,8,3,dealer,2.0,18,2.74,False
L005623,S0462,Skid Steers,Komatsu,2014,Good,3840.0,6800.0,Great Plains,2021-09-17,11,1,1,1,25,6000.0,10.0,<$10K,2021,9,3,contractor,1.9,11,4.6,True
L005624,S0559,Bulldozers,John Deere,2022,Good,4594.0,69900.0,Southwest,2023-02-06,23,4,3,0,131,,2.0,$30K–$75K,2023,2,1,contractor,4.5,18,4.44,False
L005625,S0377,Backhoes,Caterpillar,2023,Good,4498.0,49000.0,Midwest,2022-05-30,10,1,1,0,73,,1.0,$30K–$75K,2022,5,2,dealer,0.6,17,4.78,False
L005626,S0583,Bulldozers,Case Ce,2019,Fair,5576.0,39300.0,Midwest,2021-09-26,23,3,2,1,33,31000.0,5.0,$30K–$75K,2021,9,3,fleet_operator,1.5,16,3.35,False
L005627,S0488,Motor Graders,Jcb,2014,Good,4525.0,22200.0,Midwest,2021-11-11,11,0,2,0,159,,10.0,$10K–$30K,2021,11,4,individual,0.5,20,4.09,True
L005628,S0405,Skid Steers,Komatsu,2023,Fair,1329.0,21500.0,Southwest,2021-07-11,11,1,0,0,11,,1.0,$10K–$30K,2021,7,3,individual,7.4,22,4.1,False
L005629,S0190,Excavators,Liebherr,2003,Good,6352.0,14600.0,Northeast,2023-10-25,24,2,1,0,81,,21.0,$10K–$30K,2023,10,4,dealer,8.0,8,2.93,True
L005630,S0440,Excavators,Liebherr,2011,Good,5682.0,14000.0,West Coast,2022-04-29,19,3,2,1,34,12600.0,13.0,$10K–$30K,2022,4,2,dealer,10.1,5,3.47,True
L005631,S0183,Forklifts,Volvo Ce,2018,Excellent,7829.0,12700.0,Southeast,2022-06-05,10,2,2,0,71,,6.0,$10K–$30K,2022,6,2,individual,0.5,14,4.34,True
L005632,S0417,Bulldozers,Volvo Ce,2011,Fair,6918.0,12800.0,Northeast,2022-10-21,9,1,0,0,57,,13.0,$10K–$30K,2022,10,4,fleet_operator,5.7,7,3.19,False
L005633,S0534,Skid Steers,Caterpillar,2009,Excellent,6263.0,4700.0,Southwest,2021-08-13,15,3,4,1,53,4700.0,15.0,<$10K,2021,8,3,contractor,18.4,23,4.06,True
L005634,S0027,Backhoes,Caterpillar,2002,Excellent,4583.0,8000.0,Midwest,2022-01-05,11,1,0,0,71,,22.0,<$10K,2022,1,1,fleet_operator,2.1,14,4.36,False
L005635,S0168,Motor Graders,Doosan,2002,Excellent,5499.0,16600.0,Midwest,2021-01-16,6,0,0,1,17,15900.0,22.0,$10K–$30K,2021,1,1,dealer,4.2,27,3.9,True
L005636,S0009,Forklifts,Case Ce,2001,Good,6101.0,2900.0,Mountain West,2022-09-12,11,1,1,0,163,,23.0,<$10K,2022,9,3,contractor,0.6,17,2.86,True
L005637,S0106,Cranes,Volvo Ce,2020,Good,2635.0,120200.0,Mountain West,2023-09-17,12,0,1,0,6,,4.0,$75K–$150K,2023,9,3,fleet_operator,8.5,8,4.33,False
L005638,S0311,Aerial Work Platforms,Caterpillar,2022,Excellent,3846.0,31300.0,Southeast,2023-10-06,14,2,0,0,10,,2.0,$30K–$75K,2023,10,4,dealer,1.3,14,4.42,True
L005639,S0137,Skid Steers,Volvo Ce,2010,Good,2036.0,4500.0,Northeast,2021-03-26,21,7,1,0,23,,14.0,<$10K,2021,3,1,contractor,12.3,20,4.68,True
L005640,S0754,Backhoes,Komatsu,2001,Good,3631.0,8600.0,Northeast,2023-06-03,12,1,0,0,265,,23.0,<$10K,2023,6,2,dealer,1.3,30,4.61,False
L005641,S0448,Wheel Loaders,Volvo Ce,2015,Fair,3577.0,19000.0,Southeast,2023-10-07,19,3,0,0,25,,9.0,$10K–$30K,2023,10,4,fleet_operator,12.7,16,4.2,False
L005642,S0503,Skid Steers,Doosan,2013,Fair,3933.0,2600.0,West Coast,2023-02-22,12,4,2,0,23,,11.0,<$10K,2023,2,1,individual,3.9,5,4.87,False
L005643,S0028,Wheel Loaders,John Deere,2015,Fair,4606.0,15900.0,Southwest,2022-02-11,27,5,2,1,15,13900.0,9.0,$10K–$30K,2022,2,1,contractor,6.7,10,4.47,True
L005644,S0429,Wheel Loaders,Hitachi,1999,Good,5748.0,11900.0,Southwest,2022-03-04,12,0,1,1,6,11400.0,25.0,$10K–$30K,2022,3,1,dealer,2.6,3,5.0,False
L005645,S0040,Backhoes,Case Ce,2020,Good,2845.0,34000.0,Northeast,2022-04-26,11,2,1,1,35,31300.0,4.0,$30K–$75K,2022,4,2,dealer,0.5,13,4.14,True
L005646,S0708,Excavators,Komatsu,2001,Fair,7062.0,10900.0,Southwest,2021-12-15,25,3,5,0,20,,23.0,$10K–$30K,2021,12,4,dealer,4.7,14,3.81,True
L005647,S0028,Aerial Work Platforms,Terex,2017,Good,2581.0,14000.0,Mountain West,2023-05-31,18,3,1,1,18,12700.0,7.0,$10K–$30K,2023,5,2,contractor,6.7,10,4.47,True
L005648,S0627,Excavators,John Deere,2014,Good,1620.0,18200.0,Northeast,2022-12-27,8,1,1,1,20,16200.0,10.0,$10K–$30K,2022,12,4,contractor,15.2,18,3.35,True
L005649,S0049,Skid Steers,Caterpillar,2017,Poor,4253.0,7600.0,Midwest,2021-07-15,23,2,1,0,34,,7.0,<$10K,2021,7,3,dealer,4.5,13,3.76,False
L005650,S0496,Wheel Loaders,Jcb,2003,Poor,5458.5,6300.0,Great Plains,2023-01-04,19,2,2,1,51,4700.0,21.0,<$10K,2023,1,1,contractor,0.9,20,4.54,True
L005651,S0019,Motor Graders,Hitachi,2015,Fair,6962.0,25800.0,Midwest,2021-04-28,12,2,2,0,3,,9.0,$10K–$30K,2021,4,2,dealer,2.0,14,4.25,True
L005652,S0702,Wheel Loaders,Terex,2017,Poor,3227.0,20500.0,West Coast,2021-12-06,8,2,0,0,122,,7.0,$10K–$30K,2021,12,4,fleet_operator,0.5,15,3.49,True
L005653,S0007,Forklifts,John Deere,2004,Fair,8042.0,2500.0,Mountain West,2022-11-28,14,3,0,1,29,2100.0,20.0,<$10K,2022,11,4,individual,13.0,10,4.92,False
L005654,S0728,Motor Graders,Caterpillar,2010,Fair,7610.0,12500.0,West Coast,2023-08-15,26,5,1,0,26,,14.0,$10K–$30K,2023,8,3,dealer,8.1,24,3.44,False
L005655,S0704,Forklifts,Jcb,2006,Good,8957.0,3300.0,Southwest,2022-08-17,12,1,1,1,23,3100.0,18.0,<$10K,2022,8,3,dealer,2.4,15,3.83,False
L005656,S0099,Excavators,Doosan,1999,Poor,5575.0,6000.0,Great Plains,2023-06-07,5,2,0,0,59,,25.0,<$10K,2023,6,2,dealer,0.5,11,3.74,False
L005657,S0299,Excavators,Komatsu,2005,Fair,4305.0,11800.0,Midwest,2022-07-18,12,0,2,1,11,10000.0,19.0,$10K–$30K,2022,7,3,dealer,2.2,6,3.78,False
L005658,S0783,Excavators,Komatsu,2011,Good,3746.0,16200.0,West Coast,2021-04-28,21,1,1,1,47,15300.0,13.0,$10K–$30K,2021,4,2,fleet_operator,3.4,8,4.25,True
L005659,S0068,Bulldozers,Terex,2019,Good,1128.0,62000.0,Great Plains,2023-12-01,12,1,0,1,42,59500.0,5.0,$30K–$75K,2023,12,4,dealer,9.9,17,4.2,True
L005660,S0433,Skid Steers,Volvo Ce,2021,Excellent,3081.0,21900.0,Southeast,2022-11-15,17,2,1,1,52,21300.0,3.0,$10K–$30K,2022,11,4,dealer,0.5,26,4.15,True
L005661,S0114,Backhoes,Caterpillar,2015,Poor,2486.0,7700.0,West Coast,2023-10-29,17,3,1,1,10,5500.0,9.0,<$10K,2023,10,4,contractor,4.0,15,3.45,False
L005662,S0380,Wheel Loaders,Terex,1998,Good,7273.0,16200.0,Great Plains,2023-01-06,12,2,0,0,36,,26.0,$10K–$30K,2023,1,1,dealer,16.5,3,3.39,True
L005663,S0652,Forklifts,Terex,2020,Good,4585.0,14200.0,Southeast,2023-12-16,8,0,0,0,48,,4.0,$10K–$30K,2023,12,4,contractor,10.2,13,4.46,False
L005664,S0704,Skid Steers,Liebherr,2006,Good,4378.0,4600.0,Southeast,2023-12-23,19,0,1,1,9,4300.0,18.0,<$10K,2023,12,4,dealer,2.4,15,3.83,False
L005665,S0384,Wheel Loaders,Liebherr,2006,Poor,3001.0,6400.0,Southwest,2022-01-29,24,4,3,0,76,,18.0,<$10K,2022,1,1,contractor,0.5,11,4.08,True
L005666,S0531,Bulldozers,Terex,1999,Fair,7398.0,11600.0,Pacific Northwest,2021-12-18,20,1,2,1,6,10300.0,25.0,$10K–$30K,2021,12,4,individual,6.4,28,4.0,True
L005667,S0614,Cranes,Komatsu,2013,Good,5981.0,27300.0,Midwest,2022-10-19,10,1,3,0,54,,11.0,$10K–$30K,2022,10,4,individual,3.8,42,4.13,True
L005668,S0664,Excavators,Terex,2001,Good,7231.0,14700.0,Midwest,2023-06-15,18,2,2,0,100,,23.0,$10K–$30K,2023,6,2,dealer,25.0,11,3.38,True
L005669,S0284,Excavators,Volvo Ce,2010,Excellent,6448.0,19300.0,Great Plains,2023-09-06,7,0,0,0,39,,14.0,$10K–$30K,2023,9,3,contractor,14.5,16,4.7,True
L005670,S0706,Excavators,Volvo Ce,2014,Excellent,6063.0,17700.0,Southeast,2021-10-04,18,2,2,1,29,17400.0,10.0,$10K–$30K,2021,10,4,fleet_operator,4.3,22,4.26,True
L005671,S0500,Forklifts,Terex,2008,Good,8664.0,3300.0,Pacific Northwest,2023-04-09,6,1,1,0,7,,16.0,<$10K,2023,4,2,contractor,0.5,34,2.67,True
L005672,S0252,Excavators,Jcb,2020,Good,4006.0,57000.0,West Coast,2021-12-19,16,3,0,0,157,,4.0,$30K–$75K,2021,12,4,individual,14.0,10,3.64,False
L005673,S0273,Wheel Loaders,Volvo Ce,1999,Good,2990.0,10100.0,Mid-Atlantic,2021-02-06,21,3,1,0,26,,25.0,$10K–$30K,2021,2,1,individual,0.5,20,3.85,False
L005674,S0372,Motor Graders,Hitachi,2001,Good,7123.0,19900.0,Southeast,2023-11-07,12,0,2,0,46,,23.0,$10K–$30K,2023,11,4,dealer,5.0,13,5.0,True
L005675,S0465,Excavators,Doosan,2009,Excellent,5191.0,15700.0,Midwest,2022-06-30,23,2,3,0,90,,15.0,$10K–$30K,2022,6,2,fleet_operator,0.5,21,4.9,True
L005676,S0440,Wheel Loaders,Caterpillar,1999,Poor,6706.0,6300.0,Southwest,2023-03-26,19,1,0,0,82,,25.0,<$10K,2023,3,1,dealer,10.1,5,3.47,True
L005677,S0581,Backhoes,Jcb,1998,Good,6871.0,5900.0,Southeast,2023-09-15,16,5,0,1,6,5600.0,26.0,<$10K,2023,9,3,individual,2.5,12,4.39,True
L005678,S0091,Excavators,Volvo Ce,2020,Excellent,5076.0,70200.0,Southeast,2021-09-14,16,2,4,0,47,,4.0,$30K–$75K,2021,9,3,contractor,9.7,25,4.38,False
L005679,S0573,Forklifts,Komatsu,2003,Good,4896.0,3600.0,Great Plains,2021-12-11,21,4,2,1,21,3400.0,21.0,<$10K,2021,12,4,contractor,3.4,17,4.88,False
L005680,S0563,Motor Graders,Komatsu,2013,Excellent,3995.0,24500.0,Southeast,2023-01-13,10,1,0,1,22,24300.0,11.0,$10K–$30K,2023,1,1,dealer,5.0,12,3.28,True
L005681,S0589,Forklifts,Terex,1999,Good,7937.0,3500.0,Mountain West,2022-09-17,13,2,1,1,34,3100.0,25.0,<$10K,2022,9,3,dealer,3.0,10,3.11,False
L005682,S0153,Forklifts,Liebherr,2011,Good,7855.0,4100.0,West Coast,2022-03-20,28,2,1,0,149,,13.0,<$10K,2022,3,1,fleet_operator,12.3,16,3.13,False
L005683,S0710,Wheel Loaders,Volvo Ce,2017,Fair,3392.0,25900.0,Southeast,2022-10-16,12,0,1,0,56,,7.0,$10K–$30K,2022,10,4,contractor,8.4,12,3.09,False
L005684,S0761,Skid Steers,Komatsu,2009,Good,3551.0,5300.0,Midwest,2023-02-04,20,3,4,0,11,,15.0,<$10K,2023,2,1,fleet_operator,1.4,50,3.6,False
L005685,S0266,Bulldozers,Jcb,2016,Good,5150.0,36300.0,Southwest,2021-06-14,14,4,1,0,4,,8.0,$30K–$75K,2021,6,2,contractor,1.4,17,4.58,True
L005686,S0532,Skid Steers,Terex,2000,Poor,4654.0,2600.0,West Coast,2023-03-14,32,1,1,0,333,,24.0,<$10K,2023,3,1,individual,1.3,6,4.08,True
L005687,S0196,Bulldozers,Komatsu,2016,Good,6765.0,33000.0,Great Plains,2021-12-12,27,4,0,1,95,29800.0,8.0,$30K–$75K,2021,12,4,contractor,12.5,8,3.9,True
L005688,S0158,Aerial Work Platforms,Volvo Ce,2008,Fair,3707.0,4400.0,Northeast,2021-11-22,11,3,2,0,62,,16.0,<$10K,2021,11,4,dealer,0.9,24,3.99,True
L005689,S0556,Skid Steers,Caterpillar,2001,Good,4181.0,4300.0,Mid-Atlantic,2021-12-20,19,3,2,0,4,,23.0,<$10K,2021,12,4,dealer,11.5,11,4.14,False
L005690,S0108,Aerial Work Platforms,John Deere,2014,Good,1699.0,7700.0,Midwest,2022-01-11,7,0,1,0,62,,10.0,<$10K,2022,1,1,dealer,1.5,22,3.87,True
L005691,S0191,Cranes,John Deere,2014,Good,2628.0,39900.0,West Coast,2022-12-19,19,2,3,1,34,35700.0,10.0,$30K–$75K,2022,12,4,individual,5.9,29,3.72,True
L005692,S0794,Bulldozers,Caterpillar,2004,Good,5274.0,15000.0,Great Plains,2021-01-18,15,1,1,0,10,,20.0,$10K–$30K,2021,1,1,dealer,6.4,24,4.58,False
L005693,S0736,Skid Steers,Volvo Ce,2002,Poor,6791.0,2000.0,Midwest,2021-08-06,12,0,1,0,157,,22.0,<$10K,2021,8,3,fleet_operator,1.0,10,4.16,True
L005694,S0673,Backhoes,Liebherr,2016,Excellent,7043.0,25400.0,Mountain West,2023-12-29,10,1,0,1,40,25200.0,8.0,$10K–$30K,2023,12,4,fleet_operator,2.6,4,2.98,True
L005695,S0561,Aerial Work Platforms,Hitachi,2022,Good,2248.0,29100.0,Southwest,2022-01-11,10,0,1,0,83,,2.0,$10K–$30K,2022,1,1,dealer,1.2,29,3.91,False
L005696,S0611,Motor Graders,Terex,2018,Fair,6978.0,47900.0,Pacific Northwest,2022-12-24,18,1,0,1,17,38900.0,6.0,$30K–$75K,2022,12,4,contractor,0.6,12,4.61,True
L005697,S0237,Skid Steers,Komatsu,2023,Excellent,3710.0,31191.000000000007,Southeast,2023-04-11,16,2,1,0,98,,1.0,$30K–$75K,2023,4,2,dealer,6.5,10,3.59,True
L005698,S0382,Wheel Loaders,Komatsu,2016,Fair,3814.0,23900.0,Northeast,2021-12-11,10,2,0,0,16,,8.0,$10K–$30K,2021,12,4,contractor,5.0,12,3.66,True
L005699,S0708,Cranes,John Deere,2006,Good,3459.0,26300.0,Mountain West,2022-09-07,16,1,4,0,75,,18.0,$10K–$30K,2022,9,3,dealer,4.7,14,3.81,True
L005700,S0409,Excavators,Volvo Ce,2014,Fair,5514.0,16300.0,West Coast,2023-07-05,16,0,0,1,28,13600.0,10.0,$10K–$30K,2023,7,3,dealer,25.0,10,4.6,True
L005701,S0047,Motor Graders,Terex,2006,Fair,4832.0,14400.0,Northeast,2021-12-19,23,4,0,0,127,,18.0,$10K–$30K,2021,12,4,fleet_operator,25.0,17,4.12,False
L005702,S0435,Backhoes,Liebherr,2011,Good,7352.0,7100.0,Northeast,2023-04-23,5,0,0,0,109,,13.0,<$10K,2023,4,2,contractor,2.3,13,4.21,False
L005703,S0339,Excavators,Terex,2002,Good,6347.0,11100.0,Southwest,2022-01-22,13,2,0,1,1,10500.0,22.0,$10K–$30K,2022,1,1,dealer,4.5,7,3.95,False
L005704,S0077,Forklifts,Hitachi,2019,Good,7717.0,11400.0,Midwest,2022-05-31,27,1,5,0,95,,5.0,$10K–$30K,2022,5,2,dealer,5.4,33,4.29,True
L005705,S0132,Forklifts,Terex,1999,Good,7782.0,3500.0,Northeast,2022-01-05,19,2,0,0,35,,25.0,<$10K,2022,1,1,dealer,20.8,17,4.25,True
L005706,S0395,Excavators,Terex,2021,Excellent,6179.0,92600.0,Mountain West,2021-01-27,14,2,2,0,25,,3.0,$75K–$150K,2021,1,1,individual,10.3,14,3.83,True
L005707,S0524,Motor Graders,Caterpillar,2012,Poor,7446.0,7900.0,Midwest,2021-07-05,13,2,2,1,25,4900.0,12.0,<$10K,2021,7,3,individual,18.6,15,5.0,False
L005708,S0239,Forklifts,Terex,2013,Good,7348.0,2500.0,Mid-Atlantic,2021-12-14,21,3,4,0,6,,11.0,<$10K,2021,12,4,dealer,1.9,8,4.28,True
L005709,S0346,Wheel Loaders,Jcb,2016,Excellent,2268.0,27100.0,Southwest,2021-11-29,18,2,3,1,44,27500.0,8.0,$10K–$30K,2021,11,4,contractor,8.0,5,4.83,True
L005710,S0474,Skid Steers,Doosan,1998,Excellent,3456.0,6400.0,Southwest,2022-05-19,18,2,1,0,27,,26.0,<$10K,2022,5,2,fleet_operator,3.3,32,4.44,True
L005711,S0527,Aerial Work Platforms,John Deere,2020,Good,3493.0,25600.0,Southwest,2022-07-15,14,0,1,0,146,,4.0,$10K–$30K,2022,7,3,dealer,7.8,27,3.77,True
L005712,S0434,Wheel Loaders,Caterpillar,2009,Excellent,6481.0,14400.0,Southeast,2021-06-28,20,3,1,1,15,13900.0,15.0,$10K–$30K,2021,6,2,dealer,5.3,29,3.27,True
L005713,S0396,Wheel Loaders,Volvo Ce,2016,Good,5314.0,22800.0,Southeast,2022-08-12,9,0,0,0,79,,8.0,$10K–$30K,2022,8,3,individual,18.2,14,4.3,True
L005714,S0748,Bulldozers,Caterpillar,2017,Excellent,5899.0,55400.0,Mountain West,2021-12-25,14,2,1,1,18,55100.0,7.0,$30K–$75K,2021,12,4,individual,0.5,30,4.46,True
L005715,S0587,Compactors,Caterpillar,2012,Excellent,3900.5,7100.0,Southwest,2021-01-24,16,2,3,0,75,,12.0,<$10K,2021,1,1,dealer,0.7,13,3.56,True
L005716,S0658,Wheel Loaders,Volvo Ce,2002,Fair,6044.0,8000.0,Midwest,2021-01-28,17,2,2,1,1,6900.0,22.0,<$10K,2021,1,1,contractor,1.2,17,4.27,True
L005717,S0592,Excavators,Doosan,1998,Poor,6620.0,6800.0,West Coast,2023-05-06,19,1,2,0,16,,26.0,<$10K,2023,5,2,dealer,0.9,18,3.69,True
L005718,S0297,Cranes,Caterpillar,2008,Good,6429.0,22300.0,Mid-Atlantic,2023-03-19,12,2,2,0,19,,16.0,$10K–$30K,2023,3,1,dealer,1.0,13,4.15,True
L005719,S0198,Aerial Work Platforms,Case Ce,2006,Fair,3924.0,4600.0,Mid-Atlantic,2021-12-15,18,1,0,0,3,,18.0,<$10K,2021,12,4,individual,15.0,11,3.32,False
L005720,S0237,Motor Graders,Case Ce,2004,Excellent,6838.0,16900.0,West Coast,2023-06-28,18,3,1,1,29,16100.0,20.0,$10K–$30K,2023,6,2,dealer,6.5,10,3.59,True
L005721,S0180,Bulldozers,Terex,1999,Fair,3956.0,12900.0,Midwest,2021-03-23,6,0,0,0,56,,25.0,$10K–$30K,2021,3,1,fleet_operator,2.0,15,1.95,True
L005722,S0000,Aerial Work Platforms,Liebherr,2014,Excellent,3066.0,6900.0,Southeast,2021-10-03,11,1,1,0,177,,10.0,<$10K,2021,10,4,fleet_operator,6.1,10,3.42,True
L005723,S0653,Compactors,Hitachi,2013,Fair,3316.0,4300.0,Great Plains,2023-04-20,21,5,2,1,14,3700.0,11.0,<$10K,2023,4,2,contractor,4.2,26,3.71,True
L005724,S0642,Compactors,Terex,2013,Fair,4856.0,4400.0,Pacific Northwest,2023-03-28,22,0,3,0,73,,11.0,<$10K,2023,3,1,dealer,5.6,24,4.26,True
L005725,S0351,Forklifts,Terex,2011,Fair,6076.0,2900.0,West Coast,2021-01-01,23,5,2,0,9,,13.0,<$10K,2021,1,1,individual,9.1,15,3.73,True
L005726,S0520,Aerial Work Platforms,Terex,1999,Fair,3645.0,4600.0,Great Plains,2022-06-22,29,4,1,1,26,4100.0,25.0,<$10K,2022,6,2,contractor,1.4,20,3.65,True
L005727,S0266,Compactors,John Deere,2016,Good,2329.0,15700.0,Mountain West,2022-12-03,16,1,2,0,25,,8.0,$10K–$30K,2022,12,4,contractor,1.4,17,4.58,True
L005728,S0406,Backhoes,Doosan,2000,Good,5328.5,6700.0,Southeast,2021-04-18,24,4,0,0,155,,24.0,<$10K,2021,4,2,fleet_operator,5.7,8,3.62,False
L005729,S0669,Compactors,Case Ce,2005,Fair,5003.0,5100.0,Midwest,2023-01-10,15,2,1,0,3,,19.0,<$10K,2023,1,1,dealer,7.6,15,3.13,False
L005730,S0118,Compactors,Volvo Ce,2018,Good,4377.0,17600.0,Southeast,2023-06-01,18,2,0,1,27,15800.0,6.0,$10K–$30K,2023,6,2,individual,7.2,14,4.83,False
L005731,S0260,Wheel Loaders,Volvo Ce,2022,Excellent,3431.0,62100.0,Southwest,2022-02-02,19,0,3,1,1,60100.0,2.0,$30K–$75K,2022,2,1,contractor,10.3,10,4.57,True
L005732,S0541,Wheel Loaders,Jcb,2016,Good,4866.0,33800.0,Midwest,2022-01-15,18,5,0,1,12,32100.0,8.0,$30K–$75K,2022,1,1,contractor,3.1,14,4.87,False
L005733,S0754,Skid Steers,Doosan,2013,Fair,2858.0,3500.0,Southwest,2021-05-17,12,0,0,0,101,,11.0,<$10K,2021,5,2,dealer,1.3,30,4.61,False
L005734,S0729,Wheel Loaders,Volvo Ce,2019,Excellent,4567.0,47200.0,Southeast,2023-09-05,13,2,0,0,33,,5.0,$30K–$75K,2023,9,3,dealer,3.9,7,2.56,False
L005735,S0323,Forklifts,Case Ce,2001,Fair,9524.0,2700.0,West Coast,2022-08-07,19,1,1,1,4,2300.0,23.0,<$10K,2022,8,3,dealer,8.3,28,5.0,True
L005736,S0602,Wheel Loaders,Liebherr,2005,Fair,5165.0,8800.0,Midwest,2021-03-22,4,0,0,0,328,,19.0,<$10K,2021,3,1,dealer,0.5,7,4.21,True
L005737,S0172,Skid Steers,Caterpillar,1998,Good,4359.0,5100.0,Southwest,2021-02-08,28,1,0,0,41,,26.0,<$10K,2021,2,1,fleet_operator,6.6,10,3.38,True
L005738,S0357,Excavators,Komatsu,2001,Good,5876.0,13300.0,Southwest,2022-04-20,15,1,1,0,24,,23.0,$10K–$30K,2022,4,2,contractor,10.6,14,3.97,False
