listing_id,seller_id,category,make,year,condition,hours_used,asking_price,region,list_date,views,bids,inquiries,sold,days_on_market,final_price
L007667,S0237,Forklifts,John Deere,2012,Fair,6764.0,2700,Northeast,2022-07-20,19,5,2,0,39,
L007668,S0715,Motor Graders,Liebherr,2016,Good,6534.0,41400,Midwest,2023-04-07,23,2,3,0,82,
L007669,S0425,Excavators,Caterpillar,2000,Excellent,8855.0,18300,Mountain West,2021-09-04,21,3,1,1,15,17900.0
L007670,S0213,Backhoes,JCB,2013,Fair,3662.0,6200,Mid-Atlantic,2022-07-16,12,3,0,0,33,
L007671,S0014,Excavators,Liebherr,2018,Good,4877.0,41100,Midwest,2022-08-25,8,0,0,1,39,39500.0
L007672,S0134,Skid Steers,Liebherr,2017,Good,2882.0,13900,Northeast,2021-02-25,12,2,0,0,19,
L007673,S0642,Motor Graders,John Deere,2002,Fair,7618.0,11800,Northeast,2021-12-03,15,0,1,0,45,
L007674,S0659,Forklifts,Caterpillar,2006,Fair,7523.0,2700,Northeast,2022-03-09,24,2,1,1,20,2400.0
L007675,S0426,Backhoes,Caterpillar,2002,Good,5544.0,8000,Northeast,2022-05-18,16,1,3,0,109,
L007676,S0537,Excavators,JCB,2001,Poor,6066.0,5300,Southeast,2022-12-19,14,1,0,1,3,3700.0
L007677,S0556,Forklifts,Volvo CE,2010,Fair,7020.0,2600,Southwest,2021-05-09,18,1,0,0,221,
L007678,S0539,Skid Steers,Liebherr,2017,Fair,3839.0,12800,Pacific Northwest,2023-07-27,24,3,1,0,136,
L007679,S0044,Skid Steers,Volvo CE,2014,Good,3807.0,5300,Southeast,2022-09-15,7,1,1,1,42,5100.0
L007680,S0699,Cranes,Doosan,2023,Good,4660.0,117900,West Coast,2023-03-21,24,2,,0,33,
L007681,S0520,Forklifts,Terex,2017,Excellent,6355.0,11800,Great Plains,2023-01-09,15,2,2,1,7,11800.0
L007682,S0070,Skid Steers,Komatsu,2009,Good,6082.0,5400,Midwest,2023-06-09,19,2,2,1,10,5200.0
L007683,S0295,Skid Steers,Caterpillar,2017,Poor,3612.0,6700,Mountain West,2022-09-22,23,7,2,0,69,
L007684,S0777,Skid Steers,Caterpillar,2022,Poor,5707.0,12700,Midwest,2021-10-14,11,4,0,0,112,
L007685,S0252,Motor Graders,JCB,2017,Fair,7155.0,31800,Southeast,2023-02-11,6,1,,1,61,25300.0
L007686,S0684,Aerial Work Platforms,Komatsu,2004,Good,4000.0,5800,Northeast,2021-04-18,21,1,1,1,20,5100.0
L007687,S0195,Bulldozers,John Deere,1998,Fair,6225.0,11600,West Coast,2021-08-14,5,0,1,1,23,10100.0
L007688,S0751,Excavators,Volvo CE,2013,Good,3570.0,13200,Midwest,2023-02-25,21,2,0,1,35,12000.0
L007689,S0185,Motor Graders,Terex,2004,Excellent,8417.0,19300,Southeast,2022-05-20,11,1,1,1,2,19100.0
L007690,S0497,Excavators,Case CE,1999,Good,8796.0,11000,Northeast,2023-09-30,6,1,0,0,365,
L007691,S0146,Excavators,Komatsu,2009,Good,4606.0,13500,Southeast,2021-09-20,17,3,1,1,27,12700.0
L007692,S0119,Wheel Loaders,Case CE,2008,Good,5094.0,11500,Midwest,2023-02-17,13,2,1,0,67,
L007693,S0175,Excavators,Komatsu,2005,Good,6079.0,16100,West Coast,2022-03-23,25,6,4,1,18,14300.0
L007694,S0505,Compactors,Caterpillar,1998,Good,5197.0,8200,Northeast,2021-05-17,19,0,0,1,47,7900.0
L007695,S0027,Excavators,Doosan,2023,Fair,3152.0,49100,Mid-Atlantic,2023-01-01,16,1,2,0,47,
L007696,S0427,Wheel Loaders,Doosan,2000,Excellent,7111.0,13300,Midwest,2023-02-21,27,5,4,1,5,13100.0
L007697,S0021,Excavators,Hitachi,2005,Fair,,10300,Midwest,2022-11-17,12,3,1,0,90,
L007698,S0085,Excavators,John Deere,2023,Good,6862.0,75600,West Coast,2022-12-31,13,2,0,0,2,
L007699,S0481,Wheel Loaders,Caterpillar,2005,Good,5044.0,10800,Pacific Northwest,2021-11-20,18,2,0,0,192,
L007700,S0167,Forklifts,Komatsu,2008,Fair,7343.0,3000,Northeast,2022-01-10,7,0,2,0,154,
L007701,S0299,Aerial Work Platforms,Terex,2018,Good,2401.0,23800,Midwest,2023-09-23,9,1,1,0,34,
L007702,S0613,Backhoes,Doosan,2002,Good,3396.0,6500,Mid-Atlantic,2023-06-18,22,2,2,0,31,
L007703,S0495,Backhoes,Case CE,2005,Fair,4941.0,5100,Northeast,2023-02-09,7,2,0,0,89,
L007704,S0030,Excavators,Volvo CE,2023,Good,3365.0,78700,Midwest,2022-06-23,25,4,3,0,115,
L007705,S0090,Wheel Loaders,John Deere,2018,Fair,,33600,Mid-Atlantic,2021-07-09,9,1,1,1,18,28500.0
L007706,S0260,Excavators,Hitachi,2006,Good,5481.0,13000,Midwest,2022-09-04,15,2,3,0,78,
L007707,S0489,Skid Steers,Doosan,2014,Good,2756.0,6300,Great Plains,2021-04-03,10,0,1,0,279,
L007708,S0412,Excavators,Case CE,2002,Fair,4025.0,12600,Northeast,2021-02-23,16,0,2,1,22,11000.0
L007709,S0196,Cranes,Liebherr,2016,Good,4694.0,72600,Northeast,2022-03-20,9,3,0,1,3,68400.0
L007710,S0126,Wheel Loaders,Case CE,2016,Excellent,3688.0,39400,Midwest,2022-10-25,18,2,1,1,2,39500.0
L007711,S0092,Wheel Loaders,Volvo CE,1999,Excellent,6319.0,12400,Southeast,2021-01-06,12,0,1,1,32,12200.0
L007712,S0705,Aerial Work Platforms,Doosan,2016,Good,,13400,Midwest,2022-01-02,11,0,0,0,69,
L007713,S0269,Skid Steers,Volvo CE,2020,Fair,4031.0,14600,Midwest,2022-11-17,14,0,3,0,57,
L007714,S0442,Skid Steers,Hitachi,2012,Fair,2450.0,3600,Midwest,2022-12-05,20,4,0,1,3,3100.0
L007715,S0564,Forklifts,Komatsu,2005,Fair,8417.0,3400,Southeast,2021-05-11,11,0,0,0,69,
L007716,S0668,Backhoes,Case CE,2021,Good,3264.0,31500,Northeast,2022-03-03,25,2,0,1,4,30400.0
L007717,S0228,Forklifts,Volvo CE,2005,Fair,7901.0,2200,Southwest,2022-07-10,13,3,2,0,73,
L007718,S0415,Backhoes,Case CE,1998,Good,,7200,Southeast,2022-08-14,16,3,0,0,168,
L007719,S0304,Wheel Loaders,Case CE,2011,Fair,6318.0,9700,Southwest,2022-06-08,25,5,1,0,141,
L007720,S0165,Forklifts,John Deere,2008,Fair,7717.0,2200,Southeast,2023-03-29,9,0,1,0,9,
L007721,S0092,Compactors,Doosan,2004,Excellent,4852.0,5800,Mid-Atlantic,2023-09-13,18,0,4,1,41,5800.0
L007722,S0511,Motor Graders,Doosan,2015,Poor,9073.0,13000,Midwest,2021-10-16,29,2,2,0,83,
L007723,S0668,Backhoes,JCB,2012,Fair,6527.0,6000,West Coast,2022-01-05,21,3,2,1,27,5400.0
L007724,S0384,Aerial Work Platforms,Liebherr,2007,Fair,3276.0,5400,Midwest,2023-12-29,14,0,3,0,86,
L007725,S0108,Bulldozers,Terex,2001,Fair,5695.0,12800,Southwest,2022-04-14,14,2,1,0,365,
L007726,S0466,Motor Graders,Volvo CE,2018,Fair,,38600,Mid-Atlantic,2021-01-02,14,2,2,1,68,33900.0
L007727,S0205,Bulldozers,Volvo CE,1998,Poor,6698.0,7300,Great Plains,2022-09-08,26,4,5,1,4,5800.0
L007728,S0278,Skid Steers,Liebherr,2011,Fair,2330.0,4000,Mountain West,2023-08-19,10,1,1,1,35,3500.0
L007729,S0153,Forklifts,Caterpillar,2017,Good,7705.0,13600,Mountain West,2022-05-09,13,0,0,0,53,
L007730,S0337,Excavators,Komatsu,2017,Fair,4099.0,31700,Mountain West,2022-04-24,24,0,1,1,12,26600.0
L007731,S0462,Cranes,Komatsu,2022,Good,,144700,Mountain West,2021-05-16,20,4,2,0,174,
L007732,S0227,Excavators,Case CE,2006,Poor,6542.0,5600,Great Plains,2022-06-02,7,0,1,1,22,4400.0
L007733,S0677,Skid Steers,Volvo CE,2010,Poor,2827.0,2000,Southwest,2023-01-10,8,0,0,0,5,
L007734,S0789,Motor Graders,Hitachi,2023,Good,4921.0,111800,Northeast,2022-07-20,6,2,0,1,1,102800.0
L007735,S0721,Bulldozers,Komatsu,2014,Fair,3359.0,18400,West Coast,2023-02-14,12,1,1,0,53,
L007736,S0779,Skid Steers,Doosan,2021,Poor,3543.0,10300,Midwest,2021-06-21,13,0,,0,98,
L007737,S0574,Excavators,,2017,Good,,42300,Northeast,2023-02-05,14,3,3,1,27,40900.0
L007738,S0623,Excavators,Doosan,2001,Good,6109.0,11100,Southeast,2023-09-15,8,1,0,1,3,10500.0
L007739,S0339,Motor Graders,Terex,2002,Good,6172.0,18500,Northeast,2022-08-22,26,1,2,0,38,
L007740,S0497,Wheel Loaders,Terex,2015,Fair,6151.0,13800,Southeast,2022-02-10,12,2,1,0,25,
L007741,S0185,Motor Graders,Volvo CE,2014,Good,5684.0,22900,Northeast,2021-11-01,21,3,0,1,15,21600.0
L007742,S0112,Aerial Work Platforms,Case CE,2018,Fair,5502.0,17500,Southwest,2023-01-03,18,1,1,0,1,
L007743,S0585,Skid Steers,Komatsu,2004,Good,1662.0,4100,Southeast,2021-07-10,16,3,4,1,13,3900.0
L007744,S0486,Backhoes,Komatsu,2007,Excellent,4090.0,9400,Southwest,2021-08-23,13,1,1,0,58,
L007745,S0644,Backhoes,Hitachi,2006,Excellent,7825.0,9400,West Coast,2022-06-18,10,1,0,0,108,
L007746,S0490,Motor Graders,Case CE,2010,Excellent,5680.0,20900,Northeast,2023-07-27,12,1,1,0,5,
L007747,S0116,Wheel Loaders,Volvo CE,2015,Excellent,5402.0,23900,Southwest,2023-12-14,14,3,2,0,20,
L007748,S0098,Wheel Loaders,Liebherr,2009,Good,,11400,Southwest,2023-11-25,13,0,2,1,13,10800.0
L007749,S0296,Skid Steers,Terex,2005,Fair,,3500,Southeast,2023-08-14,19,1,1,0,27,
L007750,S0149,Forklifts,JCB,2020,Excellent,5967.0,20700,Mid-Atlantic,2022-10-11,34,1,0,1,31,19700.0
L007751,S0030,Wheel Loaders,Volvo CE,2015,Fair,3020.0,15200,Southwest,2022-03-14,14,1,1,1,14,13500.0
L007752,S0156,Motor Graders,JCB,2002,Good,6638.0,15000,Southwest,2021-05-11,4,0,0,0,6,
L007753,S0424,Cranes,Komatsu,2004,Excellent,3382.0,34600,Southeast,2021-10-02,15,3,1,0,56,
L007754,S0700,Cranes,Hitachi,2012,Good,2628.0,29700,Northeast,2021-01-17,16,1,1,0,80,
L007755,S0527,Backhoes,Terex,2000,Fair,3409.0,5400,Pacific Northwest,2022-08-16,7,0,0,1,36,4500.0
L007756,S0054,Motor Graders,Terex,2015,Excellent,4666.0,34100,Midwest,2021-01-29,14,1,1,1,80,34600.0
L007757,S0144,Backhoes,Volvo CE,2003,Excellent,5856.0,9700,Midwest,2022-10-22,13,4,2,0,266,
L007758,S0017,Bulldozers,Doosan,2023,Poor,6439.0,42000,Midwest,2022-08-08,6,1,0,0,102,
L007759,S0571,Compactors,Hitachi,2003,Fair,5746.0,4300,Great Plains,2022-05-15,15,1,5,0,24,
L007760,S0284,Backhoes,John Deere,2017,Good,4752.0,18200,Southwest,2023-06-22,32,4,1,0,135,
L007761,S0744,Backhoes,Liebherr,1998,Fair,5526.0,6800,Mountain West,2023-10-12,23,4,,0,38,
L007762,S0218,Excavators,Volvo CE,2018,Fair,4728.0,27400,Great Plains,2023-06-11,18,2,0,0,63,
L007763,S0606,Wheel Loaders,John Deere,2014,Fair,3323.0,10900,Mountain West,2023-05-21,15,2,0,0,75,
L007764,S0214,Bulldozers,Volvo CE,2008,Good,6251.0,12700,Midwest,2021-07-14,19,1,1,1,8,12000.0
L007765,S0617,Bulldozers,Caterpillar,2021,Good,4197.0,73200,Southeast,2023-11-19,26,3,1,1,14,70600.0
L007766,S0344,Forklifts,Case CE,1999,Fair,8170.0,2800,Southeast,2022-02-02,17,1,1,0,16,
L007767,S0250,Backhoes,Doosan,2022,Excellent,3973.0,38200,West Coast,2021-04-17,16,4,0,0,27,
L007768,S0630,Excavators,Terex,2006,Poor,6154.0,5500,Mountain West,2023-12-19,9,1,1,0,96,
L007769,S0405,Bulldozers,Liebherr,2016,Good,5105.0,39300,Mountain West,2023-02-05,22,2,0,0,365,
L007770,S0565,Wheel Loaders,Hitachi,2003,Good,6474.0,10900,Midwest,2023-10-26,24,2,1,1,5,9800.0
L007771,S0336,Backhoes,Terex,2022,Poor,2612.0,14700,Southeast,2021-04-16,12,0,3,1,49,10100.0
L007772,S0044,Aerial Work Platforms,Volvo CE,2004,Excellent,2634.0,6500,Mid-Atlantic,2021-05-03,11,0,2,1,1,6600.0
L007773,S0614,Bulldozers,Caterpillar,2001,Excellent,4588.0,17400,West Coast,2021-07-24,14,0,1,1,35,17200.0
L007774,S0441,Excavators,JCB,2000,Fair,6450.0,9600,Mountain West,2023-09-11,19,3,,0,38,
L007775,S0130,Skid Steers,Caterpillar,1999,Good,5108.0,5200,Southeast,2022-05-14,3,0,0,1,16,5000.0
L007776,S0128,Compactors,Terex,2007,Fair,4249.0,4600,Southwest,2021-06-25,18,3,0,1,16,3900.0
L007777,S0182,Motor Graders,Volvo CE,2007,Excellent,6815.0,21200,Southeast,2022-10-02,23,2,0,1,4,21400.0
L007778,S0233,Backhoes,John Deere,2014,Good,5984.0,7300,West Coast,2022-02-27,16,0,1,0,27,
L007779,S0300,Aerial Work Platforms,Volvo CE,2013,Good,874.0,4500,Southwest,2021-06-22,19,4,0,1,10,4300.0
L007780,S0312,Cranes,Caterpillar,2023,Fair,2700.0,166800,Southwest,2022-10-27,25,5,0,1,28,148100.0
L007781,S0784,Forklifts,Liebherr,1998,Good,7143.0,3200,Great Plains,2021-07-08,16,4,2,1,7,2900.0
L007782,S0284,Wheel Loaders,JCB,2009,Good,3940.0,10900,Mountain West,2021-05-13,11,0,1,0,16,
L007783,S0529,Forklifts,JCB,2017,Fair,,7600,Pacific Northwest,2022-05-28,18,1,0,0,18,
L007784,S0233,Bulldozers,Hitachi,2017,Poor,5036.0,24600,Southeast,2022-04-14,19,1,4,0,3,
L007785,S0627,Wheel Loaders,Case CE,2022,Fair,3503.0,44800,Northeast,2023-06-07,15,1,2,1,11,37500.0
L007786,S0392,Excavators,Case CE,2007,Good,6539.0,14900,West Coast,2023-09-13,11,0,1,0,36,
L007787,S0601,Wheel Loaders,Hitachi,1998,Good,,10000,Southeast,2024-01-01,25,4,2,1,1,8800.0
L007788,S0599,Wheel Loaders,Liebherr,2013,Fair,5198.0,9600,Mountain West,2023-04-25,28,2,3,0,187,
L007789,S0096,Cranes,Case CE,2008,Fair,3637.0,22600,Southeast,2021-12-16,17,1,0,0,1,
L007790,S0075,Forklifts,Doosan,2001,Fair,7417.0,2300,West Coast,2021-08-01,11,1,1,0,81,
L007791,S0746,Forklifts,Terex,2000,Poor,9077.0,2000,Southeast,2021-01-31,9,1,1,1,10,1300.0
L007792,S0618,Motor Graders,Liebherr,2022,Fair,4599.0,85500,Northeast,2023-09-23,8,2,0,0,57,
L007793,S0654,Bulldozers,John Deere,2010,Excellent,5834.0,16000,Northeast,2021-06-08,20,2,4,0,10,
L007794,S0371,Skid Steers,Liebherr,2018,Fair,3243.0,12100,Southwest,2023-07-24,14,1,0,0,50,
L007795,S0461,Bulldozers,Volvo CE,2012,Fair,7312.0,12400,Southwest,2021-07-19,16,1,0,1,15,9800.0
L007796,S0008,Aerial Work Platforms,Volvo CE,2022,Fair,1781.0,22400,Southwest,2021-04-03,13,1,0,0,36,
L007797,S0158,Bulldozers,JCB,2007,Poor,4155.0,7800,Southwest,2023-04-11,16,0,1,0,144,
L007798,S0609,Forklifts,Liebherr,2003,Good,7026.0,3400,Midwest,2023-12-11,18,2,3,0,83,
L007799,S0385,Excavators,Doosan,2008,Fair,4975.0,9200,Mid-Atlantic,2022-10-18,16,2,4,1,30,7900.0
L007800,S0559,Forklifts,Doosan,2022,Excellent,5662.0,20600,Pacific Northwest,2023-05-17,13,1,0,1,1,20500.0
L007801,S0101,Skid Steers,,1998,Good,4149.0,4400,Midwest,2022-09-09,22,1,4,1,6,4100.0
L007802,S0108,Backhoes,Volvo CE,2017,Good,4310.0,19600,Mountain West,2021-09-21,6,2,0,0,20,
L007803,S0613,Aerial Work Platforms,Komatsu,2001,Poor,3012.0,3100,Mountain West,2022-11-09,15,2,1,0,46,
L007804,S0377,Wheel Loaders,Caterpillar,2023,Poor,6053.0,31800,Great Plains,2023-07-20,16,7,1,1,14,25700.0
L007805,S0640,Forklifts,JCB,2007,Fair,7049.0,2300,Southeast,2021-04-19,24,6,2,0,59,
L007806,S0632,Bulldozers,Doosan,2019,Excellent,4511.0,77700,Midwest,2023-04-13,13,1,2,1,21,77800.0
L007807,S0574,Forklifts,Doosan,2023,Good,6337.0,23500,Southeast,2021-01-05,20,5,1,0,7,
L007808,S0763,Excavators,Liebherr,2012,Fair,4934.0,9800,Southwest,2021-10-20,20,0,2,0,158,
L007809,S0033,Skid Steers,JCB,1998,Excellent,4489.0,6000,Northeast,2023-05-27,21,2,0,0,90,
L007810,S0704,Backhoes,Doosan,2023,Good,5025.0,35700,Great Plains,2022-02-10,23,4,1,0,22,
L007811,S0736,Bulldozers,Volvo CE,2018,Fair,5405.0,39300,Great Plains,2022-05-16,25,3,5,0,4,
L007812,S0778,Wheel Loaders,Doosan,2012,Excellent,4833.0,14800,Northeast,2021-05-28,16,2,3,0,8,
L007813,S0367,Excavators,Liebherr,2000,Excellent,5100.0,17000,Southeast,2023-02-02,17,3,2,0,46,
L007814,S0520,Compactors,JCB,1998,Good,4952.0,6100,Midwest,2022-06-24,24,3,1,1,17,5800.0
L007815,S0262,Wheel Loaders,Case CE,2003,Poor,3656.0,5700,Southeast,2022-01-03,13,1,0,0,209,
L007816,S0557,Backhoes,JCB,2016,Fair,4847.0,14200,West Coast,2022-02-06,5,0,0,0,255,
L007817,S0633,Forklifts,Doosan,2001,Poor,9169.0,2000,West Coast,2021-01-26,17,3,1,0,63,
L007818,S0370,Forklifts,Hitachi,2009,Fair,8127.0,2700,West Coast,2023-04-08,8,1,1,0,42,
L007819,S0343,Cranes,Komatsu,2022,Good,2783.0,194700,Midwest,2021-03-10,18,3,0,1,23,175300.0
L007820,S0688,Excavators,Doosan,1999,Poor,4105.0,8800,Mid-Atlantic,2021-04-19,9,1,1,0,74,
L007821,S0775,Backhoes,Caterpillar,2014,Good,3993.0,8800,Northeast,2022-01-14,12,0,0,1,3,7800.0
L007822,S0163,Forklifts,Komatsu,2023,Good,7439.0,21700,Northeast,2022-02-04,6,0,0,0,46,
L007823,S0374,Aerial Work Platforms,Hitachi,2003,Good,4610.0,4400,Mountain West,2021-04-22,21,4,1,1,18,4100.0
L007824,S0499,Cranes,Volvo CE,2009,Fair,4412.0,23900,Southeast,2022-01-14,8,1,0,1,37,20100.0
L007825,S0044,Compactors,Komatsu,2012,Poor,,3000,Midwest,2023-10-26,14,3,0,1,68,2400.0
L007826,S0627,Excavators,Volvo CE,2014,Good,4593.0,15500,Northeast,2023-06-04,11,0,1,0,4,
L007827,S0389,Forklifts,JCB,1998,Good,8005.0,3800,Northeast,2022-11-18,13,2,3,1,11,3400.0
L007828,S0241,Skid Steers,Hitachi,2011,Fair,4669.0,2800,Southwest,2022-11-18,14,2,1,0,38,
L007829,S0459,Skid Steers,Volvo CE,2020,Excellent,2352.0,21300,Mountain West,2021-02-08,31,2,3,0,52,
L007830,S0018,Skid Steers,,1999,Fair,,3300,Midwest,2022-10-31,10,2,1,0,12,
L007831,S0307,Wheel Loaders,Komatsu,2001,Good,7024.0,11700,Southeast,2021-10-10,12,3,3,0,81,
L007832,S0732,Aerial Work Platforms,Caterpillar,2017,Good,2234.0,15700,Midwest,2021-12-11,19,2,0,0,14,
L007833,S0722,Aerial Work Platforms,Case CE,1999,Good,2603.0,5300,Pacific Northwest,2022-08-14,14,0,2,1,18,4700.0
L007834,S0798,Excavators,Liebherr,2019,Good,3051.0,54300,Mountain West,2021-07-15,8,0,0,0,82,
L007835,S0046,Backhoes,Liebherr,2023,Fair,3948.0,35400,Midwest,2021-07-16,6,0,,0,204,
L007836,S0252,Wheel Loaders,Volvo CE,2011,Poor,6182.0,4700,Midwest,2022-08-16,18,6,3,0,81,
L007837,S0732,Compactors,Terex,2015,Good,6341.0,10700,Mountain West,2021-11-11,16,1,2,0,35,
L007838,S0482,Motor Graders,Volvo CE,2005,Fair,5714.0,12800,Midwest,2021-02-25,14,0,3,0,19,
L007839,S0276,Aerial Work Platforms,John Deere,2017,Fair,872.0,11000,Northeast,2023-04-07,16,3,2,0,75,
L007840,S0376,Excavators,Case CE,1998,Good,8652.0,10000,Northeast,2023-04-18,16,1,,0,156,
L007841,S0521,Bulldozers,Terex,2013,Good,6490.0,12900,Southwest,2023-09-11,28,5,,1,4,11400.0
L007842,S0131,Bulldozers,Caterpillar,2004,Fair,5811.0,10200,Southwest,2021-03-17,5,0,0,0,130,
L007843,S0312,Motor Graders,Komatsu,2003,Excellent,,23300,West Coast,2021-07-31,35,8,,0,113,
L007844,S0139,Forklifts,Caterpillar,2019,Good,5965.0,14400,Southeast,2022-10-08,15,2,1,0,129,
L007845,S0634,Excavators,JCB,2016,Poor,4502.0,13300,Southwest,2021-06-04,12,1,1,0,24,
L007846,S0137,Compactors,Caterpillar,2007,Fair,4628.0,4400,Pacific Northwest,2022-06-09,11,1,1,0,31,
L007847,S0578,Aerial Work Platforms,Caterpillar,2020,Good,3297.0,23900,Mountain West,2022-10-17,14,4,0,1,28,22300.0
L007848,S0135,Skid Steers,Liebherr,2003,Good,5626.0,4400,Southeast,2021-10-18,14,0,2,0,34,
L007849,S0324,Skid Steers,Liebherr,2023,Good,2394.0,27000,Southwest,2021-02-09,14,0,2,1,34,25600.0
L007850,S0757,Motor Graders,Hitachi,2007,Good,7858.0,15400,Southeast,2021-07-15,17,3,0,1,1,14900.0
L007851,S0611,Motor Graders,Volvo CE,2022,Good,4573.0,87100,Southwest,2023-04-03,7,2,3,1,2,82400.0
L007852,S0239,Cranes,Doosan,2016,Excellent,4321.0,69000,Southeast,2023-05-20,18,1,0,0,62,
L007853,S0149,Excavators,John Deere,2000,Good,3816.0,13100,Southwest,2022-05-27,13,0,2,0,57,
L007854,S0034,Backhoes,Caterpillar,2017,Fair,3281.0,14900,Northeast,2022-02-26,19,5,4,1,16,12500.0
L007855,S0643,Excavators,Caterpillar,2000,Excellent,6479.0,16800,Southwest,2023-11-30,27,4,3,1,35,16100.0
L007856,S0789,Backhoes,Hitachi,2017,Excellent,2717.0,25700,Northeast,2021-10-16,21,5,5,0,217,
L007857,S0573,Excavators,John Deere,2003,Excellent,,13100,Pacific Northwest,2021-09-21,20,2,1,1,24,13300.0
L007858,S0123,Skid Steers,John Deere,2014,Good,4526.0,5500,Midwest,2021-10-05,7,2,0,1,1,5100.0
L007859,S0561,Excavators,Komatsu,2015,Good,,28000,Northeast,2021-10-07,12,3,1,0,1,
L007860,S0507,Excavators,Terex,2007,Good,5839.0,10900,Southwest,2022-07-24,12,4,1,1,29,10200.0
L007861,S0699,Compactors,Liebherr,2003,Good,6207.0,7600,Mountain West,2021-03-18,14,3,1,1,15,6700.0
L007862,S0538,Wheel Loaders,JCB,2010,Good,6156.0,12000,Midwest,2021-03-06,14,4,0,1,29,10700.0
L007863,S0691,Compactors,Komatsu,2003,Fair,7209.0,4400,West Coast,2022-10-17,13,2,2,0,98,
L007864,S0039,Cranes,Caterpillar,2009,Good,4438.0,32700,West Coast,2022-04-21,13,2,0,1,102,29300.0
L007865,S0455,Excavators,Doosan,2011,Excellent,5882.0,16000,Pacific Northwest,2021-09-25,18,2,1,1,38,16000.0
L007866,S0454,Backhoes,Case CE,2014,Good,4610.0,8600,Southeast,2022-01-13,17,0,1,0,40,
L007867,S0361,Bulldozers,Volvo CE,2019,Poor,5350.0,26200,Pacific Northwest,2021-12-27,16,1,1,0,108,
L007868,S0225,Compactors,Terex,2022,Poor,3628.0,14300,West Coast,2021-04-07,15,1,2,0,76,
L007869,S0541,Cranes,Terex,2005,Good,,25400,Southwest,2023-02-02,10,2,,1,3,24100.0
L007870,S0307,Forklifts,Volvo CE,2023,Good,6375.0,20000,Midwest,2023-02-13,12,1,0,1,14,18000.0
L007871,S0216,Wheel Loaders,Case CE,2002,Good,7681.0,14500,West Coast,2021-10-14,12,2,0,1,22,13600.0
L007872,S0293,Wheel Loaders,John Deere,2001,Good,6409.0,11100,Southeast,2021-02-26,19,0,3,0,18,
L007873,S0526,Cranes,Hitachi,2003,Good,4211.0,35100,Mid-Atlantic,2021-07-15,12,2,0,0,13,
L007874,S0493,Bulldozers,Liebherr,2008,Good,6759.0,15500,Midwest,2021-04-05,18,5,2,0,206,
L007875,S0295,Motor Graders,Case CE,2002,Good,4593.0,16200,Mountain West,2021-06-04,15,3,2,0,64,
L007876,S0072,Forklifts,Volvo CE,2019,Excellent,7032.0,16500,Midwest,2021-08-22,8,0,1,0,199,
L007877,S0132,Compactors,Caterpillar,2011,Good,1401.0,6400,Midwest,2022-03-02,11,0,1,0,15,
L007878,S0484,Excavators,JCB,2007,Poor,4145.0,7500,Mountain West,2022-06-09,22,4,4,0,35,
L007879,S0488,Motor Graders,Hitachi,2008,Excellent,5450.0,21800,Great Plains,2023-12-31,18,2,0,0,46,
L007880,S0213,Bulldozers,Komatsu,2000,Fair,5272.0,13000,Southeast,2022-09-21,23,1,2,0,131,
L007881,S0422,Excavators,Terex,2020,Good,5439.0,52400,Pacific Northwest,2022-03-05,14,2,0,1,69,46300.0
L007882,S0359,Wheel Loaders,Doosan,2005,Good,4603.0,9600,Southwest,2022-04-03,22,4,3,1,59,8900.0
L007883,S0379,Excavators,Case CE,2018,Fair,3020.0,33900,Southeast,2021-07-26,29,4,2,0,38,
L007884,S0311,Aerial Work Platforms,JCB,2002,Good,3666.0,4800,Southwest,2022-01-30,16,1,0,0,3,
L007885,S0334,Compactors,Terex,2017,Good,3210.0,16800,Southeast,2022-04-12,15,0,1,1,31,15400.0
L007886,S0380,Excavators,Case CE,2023,Good,4505.0,79500,Midwest,2021-12-23,25,3,4,0,53,
L007887,S0034,Excavators,Komatsu,2018,Excellent,3995.0,50900,Northeast,2023-01-15,9,3,1,1,6,51500.0
L007888,S0500,Compactors,John Deere,2007,Good,5501.0,5300,Southwest,2022-01-07,21,5,3,0,33,
L007889,S0016,Bulldozers,Terex,2005,Good,6405.0,11100,Midwest,2023-11-25,20,1,0,1,22,10200.0
L007890,S0146,Skid Steers,Liebherr,2018,Excellent,2913.0,14700,Midwest,2023-02-15,15,1,1,1,3,14800.0
L007891,S0273,Backhoes,Komatsu,2006,Good,,7800,West Coast,2021-08-28,10,1,1,0,38,
L007892,S0385,Forklifts,Liebherr,2012,Excellent,9759.0,3900,Great Plains,2022-03-16,14,1,2,1,13,4000.0
L007893,S0065,Wheel Loaders,Hitachi,1998,Good,5887.0,13900,Southeast,2021-11-21,8,1,1,1,4,12900.0
L007894,S0688,Skid Steers,Case CE,2020,Fair,830.0,12900,Midwest,2022-05-14,11,2,,0,20,
L007895,S0494,Aerial Work Platforms,Hitachi,2002,Excellent,4112.0,6200,West Coast,2022-06-05,21,1,2,0,109,
L007896,S0218,Forklifts,Hitachi,2012,Fair,8770.0,2600,Pacific Northwest,2022-11-19,17,2,4,0,5,
L007897,S0079,Compactors,Komatsu,2001,Poor,4366.0,3800,West Coast,2023-04-24,11,1,2,0,28,
L007898,S0287,Motor Graders,Liebherr,2016,Good,5775.0,42400,Southeast,2022-08-04,15,3,0,1,14,38200.0
L007899,S0421,Motor Graders,JCB,2007,Good,4658.0,14700,Southeast,2022-11-14,17,2,1,0,11,
